label,payload,source_ip,destination_ip,protocol,port
BENIGN,,0.0.0.0,0.0.0.0,Unknown,40474
BENIGN,,0.0.0.0,0.0.0.0,Unknown,28907
BENIGN,,0.0.0.0,0.0.0.0,Unknown,0
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,17541
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62769
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62230
BENIGN,,0.0.0.0,0.0.0.0,Unknown,64804
BENIGN,,0.0.0.0,0.0.0.0,Unknown,64884
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53083
BENIGN,,0.0.0.0,0.0.0.0,Unknown,20681
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55862
BENIGN,,0.0.0.0,0.0.0.0,Unknown,50555
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,42323
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53736
BENIGN,,0.0.0.0,0.0.0.0,Unknown,60320
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55129
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,135
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55176
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55179
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59854
BENIGN,,0.0.0.0,0.0.0.0,Unknown,9569
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,52786
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55701
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56068
BENIGN,,0.0.0.0,0.0.0.0,Unknown,64190
BENIGN,,0.0.0.0,0.0.0.0,Unknown,50861
BENIGN,,0.0.0.0,0.0.0.0,Unknown,63194
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,60135
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55492
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,24741
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,9637
BENIGN,,0.0.0.0,0.0.0.0,Unknown,61225
BENIGN,,0.0.0.0,0.0.0.0,Unknown,51950
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,52211
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,21805
BENIGN,,0.0.0.0,0.0.0.0,Unknown,52993
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53542
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54031
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62649
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,34381
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53921
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58995
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,64498
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62794
BENIGN,,0.0.0.0,0.0.0.0,Unknown,44484
BENIGN,,0.0.0.0,0.0.0.0,Unknown,9813
BENIGN,,0.0.0.0,0.0.0.0,Unknown,38263
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56413
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59527
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58301
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55684
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,14628
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54197
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62832
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56691
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,63456
BENIGN,,0.0.0.0,0.0.0.0,Unknown,64576
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,41973
BENIGN,,0.0.0.0,0.0.0.0,Unknown,60640
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54232
BENIGN,,0.0.0.0,0.0.0.0,Unknown,57754
BENIGN,,0.0.0.0,0.0.0.0,Unknown,63996
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54640
BENIGN,,0.0.0.0,0.0.0.0,Unknown,63005
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62937
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,36594
BENIGN,,0.0.0.0,0.0.0.0,Unknown,123
BENIGN,,0.0.0.0,0.0.0.0,Unknown,32886
BENIGN,,0.0.0.0,0.0.0.0,Unknown,22
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58137
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59850
BENIGN,,0.0.0.0,0.0.0.0,Unknown,18193
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59599
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,57962
BENIGN,,0.0.0.0,0.0.0.0,Unknown,137
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58445
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,40190
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54299
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,65002
BENIGN,,0.0.0.0,0.0.0.0,Unknown,60864
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55420
BENIGN,,0.0.0.0,0.0.0.0,Unknown,45704
BENIGN,,0.0.0.0,0.0.0.0,Unknown,65125
BENIGN,,0.0.0.0,0.0.0.0,Unknown,52816
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53674
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,10039
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,19665
BENIGN,,0.0.0.0,0.0.0.0,Unknown,65335
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58130
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62013
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56272
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,34995
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53725
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,55547
BENIGN,,0.0.0.0,0.0.0.0,Unknown,50270
BENIGN,,0.0.0.0,0.0.0.0,Unknown,39671
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56986
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62786
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,21
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62129
BENIGN,,0.0.0.0,0.0.0.0,Unknown,49814
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59995
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,49266
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,51129
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,64160
BENIGN,,0.0.0.0,0.0.0.0,Unknown,20707
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58535
BENIGN,,0.0.0.0,0.0.0.0,Unknown,61362
BENIGN,,0.0.0.0,0.0.0.0,Unknown,63296
BENIGN,,0.0.0.0,0.0.0.0,Unknown,24444
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59722
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58554
BENIGN,,0.0.0.0,0.0.0.0,Unknown,38628
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,50138
BENIGN,,0.0.0.0,0.0.0.0,Unknown,9645
BENIGN,,0.0.0.0,0.0.0.0,Unknown,50443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62405
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,62675
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,58231
BENIGN,,0.0.0.0,0.0.0.0,Unknown,22260
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,51289
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
